id,release_year,runtime,genres,seasons,imdb_score,imdb_votes
ts47714,2016,22,['comedy'],5,8.2,19955
ts35251,2015,29,"['drama', 'comedy']",7,8.2,53536
ts35793,2015,42,['reality'],9,8.3,3912
ts42077,2016,54,"['drama', 'war', 'history', 'romance', 'thriller', 'european']",3,7.9,20107
ts70529,2016,31,"['drama', 'comedy', 'history']",3,7.7,19684
ts37866,2015,55,"['drama', 'comedy', 'european']",4,8.3,15307
ts41975,2016,41,"['action', 'war', 'drama']",3,7.5,38638
ts42014,2016,46,['reality'],7,7.6,2909
ts41961,2016,42,"['drama', 'action', 'crime', 'thriller']",5,8.0,31402
ts36015,2015,43,"['action', 'drama']",3,7.9,47556
ts18010,2015,57,"['drama', 'thriller']",3,7.9,54443
ts47636,2016,55,"['drama', 'romance', 'comedy']",1,7.9,1760
ts38783,2016,50,"['war', 'thriller']",3,7.4,8566
ts81573,2016,50,['reality'],7,5.8,198
ts42022,2016,54,"['drama', 'crime', 'thriller', 'action']",5,8.2,4295
ts42169,2016,22,"['drama', 'scifi', 'thriller', 'animation', 'fantasy']",1,8.5,50009
ts39007,2016,42,"['scifi', 'action', 'drama', 'fantasy', 'horror']",5,6.2,22950
ts42170,2016,30,"['comedy', 'european']",1,7.7,22820
ts41149,2016,30,"['comedy', 'drama', 'western']",5,7.5,40282
ts53287,2016,44,"['drama', 'documentation', 'history', 'war']",3,7.0,8323
ts38734,2016,46,"['drama', 'crime', 'european']",3,7.4,33131
ts80596,2016,45,"['war', 'drama']",1,7.9,104
ts83224,2016,27,['comedy'],2,7.6,959
ts38090,2015,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']",3,7.9,17431
ts38731,2016,51,"['war', 'drama', 'history', 'european']",2,7.1,4072
ts38204,2015,62,"['documentation', 'crime']",2,8.6,97801
ts42119,2016,42,['drama'],5,7.5,5521
ts144323,2015,35,"['reality', 'documentation', 'comedy']",1,7.9,13
ts42257,2016,71,"['scifi', 'thriller', 'crime', 'drama', 'fantasy']",2,8.5,7677
ts38304,2015,29,['comedy'],3,7.3,3861
ts42090,2016,59,"['documentation', 'sport']",5,8.4,7166
ts37464,2015,45,"['war', 'drama', 'thriller']",3,7.6,9391
ts21986,2015,41,"['drama', 'scifi', 'comedy', 'fantasy']",7,7.3,11293
ts36046,2015,24,"['comedy', 'family', 'drama']",6,5.3,3549
ts37971,2015,32,"['drama', 'comedy']",3,8.2,74164
ts42089,2016,29,"['comedy', 'drama', 'family', 'romance']",2,6.0,7489
ts38710,2016,43,"['western', 'action', 'drama', 'fantasy', 'thriller']",4,7.3,23521
ts36177,2015,53,"['scifi', 'thriller', 'drama', 'horror']",3,7.3,17240
ts38415,2016,47,"['action', 'drama', 'history', 'western']",3,7.1,22184
ts41852,2016,53,"['drama', 'crime', 'european']",2,7.5,1125
ts36856,2015,28,"['comedy', 'animation', 'drama']",5,8.0,38713
ts43209,2015,45,"['documentation', 'history', 'european']",2,7.6,1786
ts82825,2015,47,['drama'],1,6.3,60
ts78442,2016,30,['documentation'],2,6.8,616
ts52838,2016,46,"['drama', 'scifi', 'thriller', 'action']",4,7.3,26468
ts53099,2016,59,"['drama', 'crime', 'european']",3,7.6,11670
ts83450,2016,84,"['crime', 'drama']",1,7.0,249
ts42687,2015,15,"['fantasy', 'scifi', 'animation', 'action', 'comedy', 'family', 'european']",5,5.3,1370
ts261760,2016,43,['documentation'],1,0.0,0
ts84398,2016,24,"['drama', 'comedy', 'romance']",4,8.2,7083
ts58068,2016,47,"['crime', 'documentation']",6,7.1,2747
ts53249,2016,22,"['scifi', 'action', 'comedy', 'fantasy', 'drama', 'family', 'animation']",3,8.4,17575
ts41906,2016,8,"['comedy', 'scifi', 'animation', 'fantasy']",3,8.3,8436
ts35596,2015,23,"['comedy', 'family', 'sport']",2,5.1,2361
ts36547,2015,45,"['drama', 'comedy', 'sport']",4,8.2,5821
ts41948,2016,45,"['documentation', 'music']",4,8.4,5772
ts37660,2015,71,"['comedy', 'drama', 'family', 'romance']",1,9.2,8310
ts52830,2016,92,"['drama', 'comedy']",1,7.5,40576
ts38712,2016,22,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'horror']",2,7.2,5838
ts38764,2016,42,"['drama', 'european']",2,6.9,5317
ts81483,2016,5,"['comedy', 'family', 'animation']",3,7.0,137
ts56748,2016,22,"['drama', 'thriller', 'reality']",3,7.1,2242
ts76092,2016,45,"['drama', 'romance', 'thriller', 'action', 'crime']",3,6.1,378
ts35256,2015,50,['documentation'],7,8.5,16007
ts42127,2016,27,['comedy'],3,7.1,3028
ts35362,2015,51,"['drama', 'action', 'thriller', 'european']",4,8.2,23439
ts38769,2016,51,['comedy'],2,6.3,2110
ts43230,2015,22,"['action', 'family', 'scifi', 'animation']",4,7.9,746
ts41963,2016,30,"['drama', 'comedy']",3,6.9,14355
ts51368,2016,23,"['action', 'animation', 'family', 'fantasy', 'comedy']",3,6.7,840
ts3844,2015,43,"['drama', 'crime', 'thriller', 'european']",2,7.0,12613
ts52825,2016,45,"['drama', 'war', 'history', 'romance']",1,7.8,909
ts76079,2016,7,"['animation', 'comedy', 'family', 'european']",3,7.1,688
ts41154,2016,28,"['comedy', 'european']",3,8.0,3414
ts41253,2016,45,"['drama', 'comedy', 'romance']",1,7.8,2885
ts55365,2016,25,"['thriller', 'comedy', 'drama', 'family', 'fantasy', 'horror', 'animation']",7,8.3,104
ts43501,2015,44,"['documentation', 'history', 'european']",2,7.7,1145
ts76956,2016,30,['comedy'],2,7.5,3637
ts41883,2016,65,"['action', 'war', 'drama', 'romance', 'thriller']",1,7.8,7359
ts37779,2015,12,"['animation', 'action', 'comedy', 'crime', 'family', 'fantasy', 'scifi', 'european']",2,7.1,640
ts36983,2016,27,"['comedy', 'family']",5,6.7,28183
ts42137,2016,24,"['scifi', 'animation', 'action', 'comedy', 'family', 'drama', 'fantasy']",8,8.1,9168
ts41995,2016,50,['reality'],2,6.9,2248
ts38717,2016,48,"['comedy', 'drama', 'romance']",2,7.5,3333
ts38116,2015,24,"['war', 'action', 'scifi', 'animation', 'drama']",2,7.9,1868
ts38758,2016,23,"['animation', 'action', 'thriller', 'drama', 'horror', 'fantasy', 'scifi']",2,7.6,6570
ts55559,2016,26,"['animation', 'comedy', 'family']",3,8.5,946
ts42156,2016,24,"['drama', 'romance']",6,6.9,3499
ts38757,2016,21,"['animation', 'comedy', 'family', 'scifi', 'action']",2,5.8,345
ts154625,2015,53,"['drama', 'thriller']",2,7.6,16
ts35406,2015,31,"['scifi', 'drama', 'thriller']",2,5.9,9463
