platform,id,release_year,runtime,genres,seasons,imdb_score,imdb_votes
Netflix,ts53249,2016,22,"['scifi', 'action', 'comedy', 'fantasy', 'drama', 'family', 'animation']",3,8.4,17575
Netflix,ts41906,2016,8,"['comedy', 'scifi', 'animation', 'fantasy']",3,8.3,8436
Netflix,ts35596,2015,23,"['comedy', 'family', 'sport']",2,5.1,2361
Netflix,ts36547,2015,45,"['drama', 'comedy', 'sport']",4,8.2,5821
Netflix,ts41948,2016,45,"['documentation', 'music']",4,8.4,5772
Netflix,ts37660,2015,71,"['comedy', 'drama', 'family', 'romance']",1,9.2,8310
Netflix,ts52830,2016,92,"['drama', 'comedy']",1,7.5,40576
Netflix,ts38712,2016,22,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'horror']",2,7.2,5838
Netflix,ts38764,2016,42,"['drama', 'european']",2,6.9,5317
Netflix,ts81483,2016,5,"['comedy', 'family', 'animation']",3,7.0,137
Netflix,ts56748,2016,22,"['drama', 'thriller', 'reality']",3,7.1,2242
Netflix,ts76092,2016,45,"['drama', 'romance', 'thriller', 'action', 'crime']",3,6.1,378
Netflix,ts35256,2015,50,['documentation'],7,8.5,16007
Netflix,ts42127,2016,27,['comedy'],3,7.1,3028
Netflix,ts35362,2015,51,"['drama', 'action', 'thriller', 'european']",4,8.2,23439
Netflix,ts38769,2016,51,['comedy'],2,6.3,2110
Netflix,ts43230,2015,22,"['action', 'family', 'scifi', 'animation']",4,7.9,746
Netflix,ts41963,2016,30,"['drama', 'comedy']",3,6.9,14355
Netflix,ts51368,2016,23,"['action', 'animation', 'family', 'fantasy', 'comedy']",3,6.7,840
Netflix,ts3844,2015,43,"['drama', 'crime', 'thriller', 'european']",2,7.0,12613
Netflix,ts52825,2016,45,"['drama', 'war', 'history', 'romance']",1,7.8,909
Netflix,ts76079,2016,7,"['animation', 'comedy', 'family', 'european']",3,7.1,688
Netflix,ts41154,2016,28,"['comedy', 'european']",3,8.0,3414
Netflix,ts41253,2016,45,"['drama', 'comedy', 'romance']",1,7.8,2885
Netflix,ts55365,2016,25,"['thriller', 'comedy', 'drama', 'family', 'fantasy', 'horror', 'animation']",7,8.3,104
Netflix,ts43501,2015,44,"['documentation', 'history', 'european']",2,7.7,1145
Netflix,ts76956,2016,30,['comedy'],2,7.5,3637
Netflix,ts41883,2016,65,"['action', 'war', 'drama', 'romance', 'thriller']",1,7.8,7359
Netflix,ts37779,2015,12,"['animation', 'action', 'comedy', 'crime', 'family', 'fantasy', 'scifi', 'european']",2,7.1,640
Netflix,ts36983,2016,27,"['comedy', 'family']",5,6.7,28183
Netflix,ts42137,2016,24,"['scifi', 'animation', 'action', 'comedy', 'family', 'drama', 'fantasy']",8,8.1,9168
Netflix,ts41995,2016,50,['reality'],2,6.9,2248
Netflix,ts38717,2016,48,"['comedy', 'drama', 'romance']",2,7.5,3333
Netflix,ts38116,2015,24,"['war', 'action', 'scifi', 'animation', 'drama']",2,7.9,1868
Netflix,ts38758,2016,23,"['animation', 'action', 'thriller', 'drama', 'horror', 'fantasy', 'scifi']",2,7.6,6570
Netflix,ts55559,2016,26,"['animation', 'comedy', 'family']",3,8.5,946
Netflix,ts42156,2016,24,"['drama', 'romance']",6,6.9,3499
Netflix,ts38757,2016,21,"['animation', 'comedy', 'family', 'scifi', 'action']",2,5.8,345
Netflix,ts154625,2015,53,"['drama', 'thriller']",2,7.6,16
Netflix,ts35406,2015,31,"['scifi', 'drama', 'thriller']",2,5.9,9463
Netflix,ts35987,2015,21,"['animation', 'scifi', 'action', 'comedy']",5,6.0,1148
Netflix,ts38772,2016,70,"['comedy', 'drama']",1,8.2,428
Netflix,ts42075,2016,101,['drama'],2,6.6,1329
Netflix,ts38809,2016,61,"['drama', 'music']",2,8.2,22940
Netflix,ts38770,2016,30,"['comedy', 'drama']",2,7.3,3818
Netflix,ts53543,2016,18,"['drama', 'comedy', 'fantasy', 'music']",1,6.2,242
Netflix,ts43258,2015,43,['drama'],1,8.7,1379
Netflix,ts35775,2015,29,['comedy'],2,7.3,24430
Netflix,ts38805,2016,15,"['animation', 'comedy', 'family', 'fantasy']",3,7.6,538
Netflix,ts38568,2016,32,"['drama', 'comedy', 'romance']",2,7.2,11792
Netflix,ts54100,2016,24,"['animation', 'action', 'comedy', 'family', 'fantasy', 'european']",2,6.7,764
Netflix,ts39017,2015,23,"['comedy', 'action', 'animation', 'family']",4,5.8,770
Netflix,ts54022,2016,36,"['reality', 'drama']",4,7.5,1052
Netflix,ts38512,2016,53,['documentation'],1,7.6,43
Netflix,ts55556,2015,46,"['drama', 'war']",1,8.3,382
Netflix,ts86021,2015,4,"['animation', 'comedy', 'family', 'european']",3,8.3,425
Netflix,ts52829,2016,44,"['thriller', 'crime', 'drama', 'european']",1,6.6,9108
Netflix,ts53155,2016,43,"['comedy', 'horror', 'scifi', 'european']",1,7.2,5186
Netflix,ts35360,2015,22,"['action', 'animation', 'comedy', 'family', 'scifi']",4,4.5,653
Netflix,ts43119,2015,31,['comedy'],2,6.4,2981
Netflix,ts36630,2015,23,"['animation', 'action', 'comedy', 'family', 'scifi']",5,6.8,488
Netflix,ts53106,2016,48,"['drama', 'history']",1,7.4,1544
Netflix,ts35463,2015,23,"['drama', 'family', 'comedy']",2,3.2,1201
Netflix,ts54110,2015,11,"['family', 'comedy', 'animation', 'european']",2,8.7,970
Netflix,ts36740,2015,25,['family'],6,6.1,1120
Netflix,ts53346,2016,28,['reality'],1,3.7,513
Netflix,ts74753,2015,28,['documentation'],3,8.2,1982
Netflix,ts42155,2016,20,"['family', 'animation', 'comedy', 'fantasy', 'scifi']",4,6.2,638
Netflix,ts43272,2015,28,"['reality', 'drama']",1,8.1,1737
Netflix,ts35505,2015,47,"['comedy', 'drama', 'european']",1,7.3,518
Netflix,ts21979,2015,58,"['drama', 'comedy', 'crime', 'european']",1,7.7,3743
Netflix,ts39014,2016,24,"['animation', 'comedy', 'drama', 'thriller', 'action', 'scifi']",2,7.2,1348
Netflix,ts42347,2016,13,"['animation', 'family']",5,5.6,366
Netflix,ts52988,2016,63,"['documentation', 'drama', 'european']",1,6.8,783
Netflix,ts56544,2016,40,"['drama', 'comedy']",1,0.0,0
Netflix,ts52950,2016,27,"['comedy', 'drama']",1,7.1,105
Netflix,ts53149,2016,62,['drama'],1,6.9,318
Netflix,ts56674,2015,23,"['family', 'comedy', 'animation', 'history', 'scifi']",4,5.5,486
Netflix,ts37804,2015,35,['comedy'],1,7.4,4160
Netflix,ts52981,2016,48,['reality'],1,6.9,1693
Netflix,ts41151,2016,53,['drama'],1,7.8,1017
Netflix,ts38813,2016,13,"['comedy', 'animation', 'action', 'family']",4,5.3,50
Netflix,ts41485,2016,63,"['scifi', 'action', 'drama', 'thriller', 'crime']",1,8.2,4473
Netflix,ts79799,2015,22,"['action', 'scifi', 'animation', 'family', 'comedy', 'drama', 'fantasy']",6,8.2,6953
Netflix,ts41258,2016,61,"['drama', 'comedy', 'romance']",1,7.4,4405
Netflix,ts38761,2016,67,"['drama', 'fantasy', 'romance', 'comedy']",1,7.8,2049
Netflix,ts56221,2016,12,"['family', 'fantasy', 'animation', 'comedy']",5,6.7,91
Netflix,ts128895,2016,25,['drama'],2,8.4,4452
Netflix,ts119087,2015,3,"['animation', 'family']",5,6.1,114
Netflix,ts54010,2016,24,"['comedy', 'drama', 'fantasy', 'romance']",1,6.3,309
Netflix,ts74929,2015,24,"['fantasy', 'romance', 'animation', 'comedy', 'drama', 'family', 'european']",2,5.5,219
Netflix,ts53065,2016,31,"['drama', 'scifi', 'fantasy']",1,6.8,615
Netflix,ts52943,2016,24,"['drama', 'comedy', 'animation']",2,8.2,1270
Netflix,ts21876,2015,45,"['drama', 'romance']",1,6.6,230
Netflix,ts55966,2016,23,['animation'],2,7.1,55
Netflix,ts82327,2015,6,"['animation', 'comedy', 'family']",3,7.0,115
Netflix,ts86831,2015,28,"['comedy', 'drama']",3,7.6,412
Netflix,ts75829,2016,20,"['animation', 'fantasy', 'scifi', 'action']",2,5.5,198
Netflix,ts83535,2015,25,['animation'],3,6.1,57
Netflix,ts81898,2016,13,"['animation', 'comedy', 'family', 'fantasy']",3,7.4,126
Netflix,ts43341,2015,69,"['drama', 'documentation', 'comedy']",1,5.0,7
Netflix,ts53513,2016,44,"['scifi', 'drama']",1,8.2,126
Netflix,ts74917,2016,27,['documentation'],1,5.7,469
Netflix,ts75897,2016,24,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy']",2,6.9,267
Netflix,ts54117,2016,24,"['animation', 'family', 'fantasy']",3,6.4,56
Netflix,ts51367,2016,29,"['action', 'comedy', 'crime', 'drama']",2,7.0,2476
Netflix,ts77654,2015,22,['animation'],2,6.8,85
Netflix,ts82582,2016,44,"['drama', 'action']",1,6.9,17
Netflix,ts42628,2016,31,['comedy'],1,5.4,909
Netflix,ts38812,2016,42,"['documentation', 'reality']",2,7.1,318
Netflix,ts98252,2016,31,"['family', 'animation', 'comedy']",1,6.5,117
Netflix,ts95803,2015,13,"['animation', 'family']",3,5.5,35
Netflix,ts83449,2016,87,['family'],1,5.5,329
Netflix,ts55223,2016,45,['documentation'],1,6.3,412
Netflix,ts54156,2016,46,['documentation'],1,8.2,1792
Netflix,ts42260,2016,70,['documentation'],1,7.4,2542
Netflix,ts83454,2016,85,['drama'],1,0.0,0
Netflix,ts91990,2016,29,['documentation'],4,8.3,47
Netflix,ts285233,2016,40,"['scifi', 'drama']",1,0.0,0
Netflix,ts82475,2016,44,"['drama', 'family']",1,6.7,17
Netflix,ts127430,2016,21,"['animation', 'family']",1,8.7,183
Netflix,ts253685,2015,41,['drama'],1,0.0,0
Netflix,ts249161,2015,42,"['drama', 'music']",1,7.2,161
Netflix,ts107658,2015,44,"['action', 'crime', 'drama']",1,7.1,15
Netflix,ts79813,2018,48,"['drama', 'romance', 'thriller', 'crime']",4,7.7,261831
Netflix,ts81927,2018,43,['drama'],5,8.0,43464
Netflix,ts53864,2017,60,"['crime', 'drama', 'thriller']",4,8.5,322557
Netflix,ts55668,2017,56,"['drama', 'scifi', 'crime', 'thriller']",3,8.7,401384
Netflix,ts77795,2018,26,['comedy'],3,8.5,46553
Netflix,ts56683,2017,45,"['drama', 'crime', 'thriller']",4,7.9,128720
Netflix,ts78801,2018,33,"['action', 'drama', 'comedy', 'sport']",6,8.5,190785
Netflix,ts42405,2017,53,"['drama', 'crime', 'thriller']",2,8.6,261429
Netflix,ts42477,2017,47,"['drama', 'crime', 'thriller', 'history', 'european']",4,8.4,26324
Netflix,ts81294,2018,42,"['scifi', 'drama', 'thriller']",4,7.1,71203
Netflix,ts83970,2018,43,"['drama', 'sport']",5,7.6,9704
Netflix,ts54102,2018,52,"['scifi', 'drama', 'thriller', 'action']",2,7.9,174909
Netflix,ts58433,2018,58,"['drama', 'horror', 'thriller']",1,8.6,252856
Netflix,ts81884,2018,60,"['crime', 'war', 'drama', 'thriller', 'european']",2,8.1,128571
Netflix,ts77398,2018,49,"['scifi', 'action', 'drama', 'thriller', 'family']",3,7.3,101268
Netflix,ts56768,2017,49,"['drama', 'thriller', 'action', 'crime', 'european']",5,8.2,488125
Netflix,ts75151,2017,65,"['western', 'drama', 'action']",1,8.3,70703
Netflix,ts75097,2018,39,"['comedy', 'drama', 'scifi']",1,7.7,80805
Netflix,ts53023,2017,42,"['drama', 'thriller', 'romance', 'crime']",7,6.6,147040
Netflix,ts53198,2017,28,"['comedy', 'drama']",4,8.2,17104
Netflix,ts39015,2017,47,"['action', 'comedy', 'drama', 'family']",3,7.8,62922
Netflix,ts75879,2017,27,"['animation', 'romance', 'comedy']",6,7.9,82428
Netflix,ts53663,2017,23,"['comedy', 'drama']",7,7.8,18915
Netflix,ts78305,2018,49,"['crime', 'drama', 'thriller']",6,7.3,82524
Netflix,ts55720,2017,34,"['drama', 'sport', 'comedy', 'reality']",3,8.0,47733
Netflix,ts81064,2018,41,"['scifi', 'drama', 'fantasy', 'horror']",4,7.3,33335
Netflix,ts77955,2018,51,['documentation'],6,8.3,5944
Netflix,ts55982,2017,46,"['drama', 'family']",3,8.7,57921
Netflix,ts77030,2017,41,['reality'],5,5.2,921
Netflix,ts82597,2018,26,"['action', 'scifi', 'drama', 'family', 'fantasy', 'thriller', 'animation']",4,8.3,24590
Netflix,ts56969,2017,31,"['drama', 'comedy']",4,8.3,81643
Netflix,ts80856,2018,57,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",4,7.4,98700
Netflix,ts76243,2017,21,"['drama', 'comedy', 'crime', 'romance', 'thriller']",2,8.0,198042
Netflix,ts80523,2018,17,"['comedy', 'romance', 'animation', 'drama', 'music']",5,8.0,6746
Netflix,ts57850,2017,43,"['action', 'scifi', 'thriller', 'comedy', 'crime', 'fantasy']",2,8.1,40235
Netflix,ts78356,2018,43,"['scifi', 'drama', 'thriller']",3,7.3,616
Netflix,ts54054,2017,43,"['drama', 'comedy', 'thriller', 'crime']",2,7.8,14216
Netflix,ts53545,2017,29,"['thriller', 'horror', 'comedy']",3,7.8,70415
Netflix,ts82892,2018,48,"['documentation', 'crime']",4,7.4,4659
Netflix,ts82584,2018,17,"['scifi', 'action', 'animation', 'family', 'comedy', 'drama', 'fantasy']",2,5.5,5376
Netflix,ts57120,2018,42,"['drama', 'crime', 'comedy']",4,7.7,54425
Netflix,ts79229,2018,67,"['documentation', 'crime']",1,8.1,32255
Netflix,ts58367,2018,45,"['drama', 'crime', 'thriller', 'european']",1,7.2,45397
Netflix,ts80705,2018,48,"['documentation', 'crime']",1,7.5,29276
Netflix,ts77824,2018,50,[],4,7.9,5948
Netflix,ts84243,2018,45,['drama'],3,6.8,12001
Netflix,ts56261,2017,26,"['scifi', 'animation', 'drama', 'fantasy', 'horror', 'action']",4,8.3,68855
Netflix,ts76458,2018,46,"['drama', 'thriller', 'crime']",3,7.3,11424
Netflix,ts83745,2018,30,['comedy'],1,8.5,3715
Netflix,ts83540,2018,27,"['animation', 'action', 'comedy', 'crime']",4,6.8,17779
Netflix,ts55798,2017,64,"['drama', 'crime', 'thriller', 'romance', 'scifi', 'comedy']",2,8.5,8884
Netflix,ts72247,2018,28,"['action', 'comedy', 'fantasy', 'animation', 'scifi']",4,7.2,64413
Netflix,ts84645,2018,55,"['documentation', 'war']",1,8.3,1795
Netflix,ts80617,2018,43,"['action', 'scifi', 'thriller', 'drama', 'fantasy', 'romance']",4,6.5,35341
Netflix,ts74816,2017,33,"['crime', 'comedy', 'drama']",2,8.1,31562
Netflix,ts86164,2018,25,"['action', 'scifi', 'animation', 'crime']",2,6.2,717
Netflix,ts78382,2018,29,"['comedy', 'drama']",4,7.9,17586
Netflix,ts57465,2017,42,['drama'],5,7.3,23392
Netflix,ts82559,2018,26,['documentation'],1,6.6,844
Netflix,ts84932,2018,25,"['comedy', 'fantasy', 'animation']",1,5.5,1838
Netflix,ts56933,2018,26,"['scifi', 'action', 'comedy', 'fantasy']",2,6.5,4614
Netflix,ts58175,2017,35,['comedy'],2,6.9,4844
Netflix,ts84280,2018,25,"['animation', 'drama', 'fantasy', 'romance', 'thriller']",1,8.1,13191
Netflix,ts83247,2018,32,['reality'],1,7.5,1146
Netflix,ts74809,2017,44,"['action', 'drama', 'history']",2,6.8,20994
Netflix,ts78231,2018,45,"['drama', 'history', 'music', 'thriller', 'crime']",1,7.8,8347
Netflix,ts75263,2017,43,"['crime', 'documentation', 'drama', 'fantasy']",1,7.0,4427
Netflix,ts42294,2017,58,"['drama', 'thriller']",4,7.5,298446
Netflix,ts84644,2018,50,['reality'],1,6.2,168
Netflix,ts78590,2018,46,"['drama', 'crime', 'thriller']",2,8.0,36376
Netflix,ts78145,2018,44,['documentation'],2,6.8,1408
Netflix,ts85732,2018,55,['reality'],1,7.6,4399
Netflix,ts81331,2018,24,"['scifi', 'family', 'drama', 'comedy', 'fantasy', 'animation', 'action', 'romance']",5,8.0,16952
Netflix,ts82526,2018,56,"['drama', 'crime']",3,8.4,86370
Netflix,ts84346,2018,44,"['action', 'thriller', 'crime', 'drama']",2,7.1,384
Netflix,ts85202,2018,24,"['documentation', 'family']",1,8.1,450
Netflix,ts83561,2018,47,"['drama', 'scifi', 'thriller', 'fantasy', 'action', 'music']",1,5.4,3087
Netflix,ts76417,2017,52,"['thriller', 'drama', 'horror', 'european']",1,8.0,10881
Netflix,ts82849,2018,26,"['comedy', 'drama']",3,8.2,41000
Netflix,ts84200,2018,24,"['comedy', 'family']",1,6.3,322
Netflix,ts82192,2018,28,['comedy'],2,6.6,531
Netflix,ts57055,2018,42,"['drama', 'action', 'scifi']",4,6.1,24646
Netflix,ts58225,2017,30,['comedy'],3,6.6,1343
Netflix,ts81208,2018,41,"['scifi', 'drama', 'fantasy']",4,4.7,17126
Netflix,ts269185,2017,43,"['crime', 'thriller', 'documentation']",3,7.9,1428
Netflix,ts84328,2018,24,"['scifi', 'fantasy', 'drama', 'family']",2,6.8,2625
Netflix,ts85659,2018,22,"['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy']",2,7.7,6552
Netflix,ts85175,2018,44,"['drama', 'thriller', 'crime', 'horror', 'fantasy']",2,7.6,5157
Netflix,ts57082,2017,29,"['comedy', 'european']",2,7.4,11934
Netflix,ts79234,2018,23,"['action', 'comedy', 'family', 'fantasy', 'animation']",4,6.5,3941
Netflix,ts81857,2018,32,"['comedy', 'sport', 'drama']",1,6.5,851
Netflix,ts84785,2018,44,"['drama', 'crime']",2,7.2,22569
Netflix,ts79422,2018,33,['reality'],7,7.4,5083
Netflix,ts81886,2018,25,"['comedy', 'music']",1,4.7,750
Netflix,ts77545,2017,44,"['war', 'documentation', 'crime', 'thriller', 'comedy', 'drama']",3,7.3,1739
Netflix,ts55231,2017,45,['documentation'],2,8.4,5306
Netflix,ts76869,2018,25,"['animation', 'scifi', 'drama', 'fantasy', 'romance']",1,8.4,24171
Netflix,ts78692,2018,60,"['documentation', 'horror', 'scifi', 'thriller', 'music']",1,5.3,11
Netflix,ts57210,2017,42,['drama'],1,5.9,3279
Netflix,ts77799,2018,56,['documentation'],2,7.2,3893
Netflix,ts78558,2018,47,['reality'],6,8.5,19435
Netflix,ts82424,2017,38,['documentation'],3,6.3,350
Netflix,ts312241,2017,21,"['scifi', 'horror']",1,6.3,2849
Netflix,ts77525,2017,45,"['documentation', 'comedy', 'history']",3,7.9,5872
Netflix,ts85967,2018,36,['comedy'],1,7.7,1253
Netflix,ts83999,2018,25,"['scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",2,8.5,11520
Netflix,ts83070,2018,47,['documentation'],1,6.6,517
Netflix,ts56038,2017,66,"['comedy', 'documentation']",1,8.7,2930
Netflix,ts75355,2017,48,"['drama', 'action', 'crime', 'european']",3,7.9,15189
Netflix,ts80313,2018,61,"['documentation', 'drama']",1,8.2,1905
Netflix,ts55962,2017,30,"['drama', 'comedy']",4,6.3,25755
Netflix,ts54013,2017,56,['drama'],1,7.9,1292
Netflix,ts86949,2018,26,"['drama', 'thriller', 'crime']",2,5.4,3137
Netflix,ts84772,2018,23,"['scifi', 'animation', 'action']",1,6.5,574
Netflix,ts85034,2018,25,['comedy'],6,8.3,7652
Netflix,ts85217,2018,15,"['animation', 'comedy', 'family', 'fantasy', 'music']",2,8.0,303
Netflix,ts57116,2017,28,['documentation'],3,6.5,306
Netflix,ts84779,2018,25,"['documentation', 'reality', 'horror']",3,4.7,3374
Netflix,ts84574,2018,43,['documentation'],1,7.7,2599
Netflix,ts77770,2018,27,"['action', 'fantasy', 'animation']",2,5.3,873
Netflix,ts81036,2018,25,"['comedy', 'family']",1,6.5,634
Netflix,ts80208,2018,52,"['drama', 'thriller', 'action', 'crime']",1,5.7,704
Netflix,ts86302,2018,33,"['drama', 'comedy']",2,7.7,161
Netflix,ts57985,2017,28,"['family', 'action', 'comedy', 'drama', 'documentation']",3,7.2,2246
Netflix,ts84930,2018,27,"['comedy', 'romance']",3,7.1,5627
Netflix,ts75491,2017,55,['documentation'],1,6.6,388
Netflix,ts75772,2017,45,"['reality', 'documentation', 'comedy', 'european']",5,7.6,5751
Netflix,ts53516,2017,21,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']",2,4.7,289
Netflix,ts80445,2018,32,['comedy'],1,6.8,539
Netflix,ts80057,2018,24,"['scifi', 'animation', 'action']",1,5.8,461
Netflix,ts77852,2018,21,"['comedy', 'romance', 'animation', 'family', 'fantasy']",8,6.0,840
Netflix,ts85138,2018,50,"['documentation', 'history', 'reality']",2,8.0,1323
Netflix,ts56827,2017,61,"['drama', 'romance']",1,7.5,271
Netflix,ts83906,2018,36,['reality'],4,8.4,11045
Netflix,ts80461,2018,42,['reality'],3,6.1,393
Netflix,ts78430,2018,57,"['drama', 'crime', 'thriller']",1,6.7,19153
Netflix,ts83251,2018,23,"['reality', 'comedy']",3,7.2,3529
Netflix,ts76753,2017,75,"['scifi', 'romance', 'comedy', 'fantasy', 'horror']",1,8.0,5244
Netflix,ts79926,2018,52,['comedy'],1,8.4,3976
Netflix,ts79997,2018,73,"['drama', 'romance']",1,8.1,7040
Netflix,ts75012,2017,30,"['drama', 'thriller', 'crime', 'romance', 'comedy']",1,7.5,1971
Netflix,ts80859,2018,45,"['drama', 'romance']",1,7.5,264
Netflix,ts81542,2018,24,"['comedy', 'scifi', 'animation', 'drama', 'family']",2,7.2,4555
Netflix,ts84038,2018,43,['reality'],1,7.1,465
Netflix,ts83663,2018,69,['drama'],2,6.5,168
Netflix,ts84179,2018,50,['reality'],1,3.9,776
Netflix,ts55645,2017,65,"['war', 'history', 'documentation']",1,8.3,4909
Netflix,ts75286,2017,23,['drama'],4,6.6,6463
Netflix,ts79157,2018,25,"['action', 'scifi', 'thriller', 'animation', 'drama', 'crime', 'fantasy', 'horror']",2,7.1,5165
Netflix,ts58155,2017,44,"['drama', 'crime', 'thriller', 'history']",1,7.7,34336
Netflix,ts76511,2017,59,"['reality', 'european']",2,7.1,708
Netflix,ts79045,2018,51,['documentation'],2,7.8,3644
Netflix,ts80035,2018,44,"['scifi', 'drama', 'horror', 'thriller']",1,5.8,13606
Netflix,ts80600,2018,50,"['drama', 'history', 'music', 'romance']",3,8.0,4556
Netflix,ts76949,2017,30,['comedy'],1,0.0,0
Netflix,ts81944,2018,15,"['comedy', 'action']",2,6.0,514
Netflix,ts78789,2017,23,"['drama', 'thriller']",1,4.9,1709
Netflix,ts85810,2017,44,"['drama', 'action', 'crime', 'romance', 'thriller']",5,7.4,1448
Netflix,ts84833,2018,38,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",2,6.7,2693
Netflix,ts77197,2018,62,"['crime', 'drama']",1,7.7,15323
Netflix,ts74765,2017,65,['documentation'],1,8.6,955
Netflix,ts81596,2017,44,"['drama', 'war', 'thriller']",1,5.5,338
Netflix,ts80466,2018,59,"['war', 'documentation', 'history', 'reality', 'european']",1,7.7,601
Netflix,ts56511,2017,46,"['drama', 'history', 'european']",5,7.6,13855
Netflix,ts56201,2017,11,"['comedy', 'action', 'animation', 'family', 'fantasy', 'scifi']",2,3.4,750
Netflix,ts87194,2018,49,['reality'],2,7.3,1612
Netflix,ts85250,2018,22,"['animation', 'drama', 'family', 'fantasy', 'action', 'comedy']",1,7.5,101
Netflix,ts80720,2018,16,"['comedy', 'drama', 'action', 'fantasy', 'romance', 'animation']",4,8.4,3270
Netflix,ts55781,2017,55,"['drama', 'horror', 'thriller', 'crime', 'european']",2,7.4,12166
Netflix,ts77518,2018,23,"['comedy', 'romance', 'animation']",3,7.7,2442
Netflix,ts86814,2018,42,"['crime', 'documentation']",1,6.8,3335
Netflix,ts236347,2017,24,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']",1,7.5,1505
Netflix,ts85618,2018,26,"['comedy', 'family']",2,6.1,533
Netflix,ts80692,2018,42,['reality'],1,6.6,250
Netflix,ts80084,2018,24,"['scifi', 'fantasy', 'animation']",1,6.9,545
Netflix,ts83232,2018,54,"['crime', 'drama', 'thriller']",2,7.0,4717
